counts	number of items in equivalence class	isoforms in equivalence class
9	21	('ENST00000278243', 'ENST00000300730', 'ENST00000396986', 'ENST00000396991', 'ENST00000396993', 'ENST00000463452', 'ENST00000464229', 'ENST00000464261', 'ENST00000464441', 'ENST00000464906', 'ENST00000465307', 'ENST00000469307', 'ENST00000475884', 'ENST00000477358', 'ENST00000479072', 'ENST00000490830', 'ENST00000493547', 'ENST00000496834', 'ENST00000528216', 'ENST00000532017', 'ENST00000532523')
9	3	('ENST00000397596', 'ENST00000417302', 'ENST00000451590')
9	10	('ENST00000313005', 'ENST00000392937', 'ENST00000428381', 'ENST00000445823', 'ENST00000510630', 'ENST00000510915', 'ENST00000513780', 'ENST00000514464', 'ENST00000680681', 'ENST00000680971')
9	1	('ENST00000329203',)
9	10	('ENST00000227503', 'ENST00000334944', 'ENST00000377387', 'ENST00000377390', 'ENST00000377394', 'ENST00000413725', 'ENST00000433274', 'ENST00000443908', 'ENST00000448404', 'ENST00000681407')
9	5	('ENST00000361756', 'ENST00000393711', 'ENST00000393713', 'ENST00000526549', 'ENST00000530137')
9	13	('ENST00000251871', 'ENST00000533133', 'ENST00000638487', 'ENST00000638518', 'ENST00000638767', 'ENST00000638790', 'ENST00000639189', 'ENST00000639457', 'ENST00000639523', 'ENST00000640027', 'ENST00000640077', 'ENST00000640451', 'ENST00000640521')
9	14	('ENST00000251871', 'ENST00000533133', 'ENST00000533359', 'ENST00000638487', 'ENST00000638518', 'ENST00000638767', 'ENST00000638790', 'ENST00000639189', 'ENST00000639457', 'ENST00000639596', 'ENST00000639724', 'ENST00000640027', 'ENST00000640451', 'ENST00000640521')
9	8	('ENST00000356360', 'ENST00000393346', 'ENST00000526033', 'ENST00000531558', 'ENST00000532041', 'ENST00000532317', 'ENST00000534412', 'ENST00000630913')
9	4	('ENST00000314134', 'ENST00000442528', 'ENST00000526817', 'ENST00000530471')
9	3	('ENST00000301887', 'ENST00000435842', 'ENST00000527716')
9	2	('ENST00000309032', 'ENST00000394531')
9	4	('ENST00000302708', 'ENST00000529366', 'ENST00000530803', 'ENST00000532962')
9	1	('ENST00000524455',)
9	13	('ENST00000389707', 'ENST00000401424', 'ENST00000403290', 'ENST00000403482', 'ENST00000403510', 'ENST00000524392', 'ENST00000529388', 'ENST00000673626', 'ENST00000673834', 'ENST00000673868', 'ENST00000673888', 'ENST00000673892', 'ENST00000674108')
9	1	('ENST00000529987',)
9	3	('ENST00000379016', 'ENST00000456517', 'ENST00000525975')
9	9	('ENST00000279247', 'ENST00000524773', 'ENST00000526468', 'ENST00000526954', 'ENST00000527323', 'ENST00000528396', 'ENST00000529133', 'ENST00000533129', 'ENST00000533820')
9	1	('ENST00000447399',)
9	1	('ENST00000348124',)
9	1	('ENST00000529185',)
9	12	('ENST00000236671', 'ENST00000367196', 'ENST00000429746', 'ENST00000433655', 'ENST00000438213', 'ENST00000636397', 'ENST00000636615', 'ENST00000636843', 'ENST00000637387', 'ENST00000637815', 'ENST00000637915', 'ENST00000678991')
9	1	('ENST00000528082',)
9	1	('ENST00000526145',)
9	13	('ENST00000323578', 'ENST00000429789', 'ENST00000436108', 'ENST00000449825', 'ENST00000525225', 'ENST00000525840', 'ENST00000528426', 'ENST00000528581', 'ENST00000530939', 'ENST00000531859', 'ENST00000533056', 'ENST00000533059', 'ENST00000534254')
9	3	('ENST00000332231', 'ENST00000448903', 'ENST00000528195')
9	1	('ENST00000393711',)
9	4	('ENST00000450904', 'ENST00000541265', 'ENST00000565125', 'ENST00000567045')
9	3	('ENST00000254579', 'ENST00000354685', 'ENST00000639224')
9	4	('ENST00000323180', 'ENST00000530587', 'ENST00000676320', 'ENST00000693049')
9	5	('ENST00000382743', 'ENST00000524564', 'ENST00000525237', 'ENST00000526854', 'ENST00000532956')
9	1	('ENST00000327320',)
9	5	('ENST00000436108', 'ENST00000528426', 'ENST00000531859', 'ENST00000533059', 'ENST00000534254')
9	10	('ENST00000236671', 'ENST00000367196', 'ENST00000427721', 'ENST00000429746', 'ENST00000433655', 'ENST00000438213', 'ENST00000636571', 'ENST00000636843', 'ENST00000637815', 'ENST00000678991')
9	2	('ENST00000294256', 'ENST00000377190')
9	3	('ENST00000527944', 'ENST00000530396', 'ENST00000690149')
9	1	('ENST00000688963',)
9	3	('ENST00000446488', 'ENST00000524746', 'ENST00000682444')
9	10	('ENST00000331239', 'ENST00000354421', 'ENST00000526335', 'ENST00000527363', 'ENST00000528099', 'ENST00000528288', 'ENST00000530620', 'ENST00000533154', 'ENST00000540113', 'ENST00000638767')
9	9	('ENST00000382743', 'ENST00000525237', 'ENST00000525776', 'ENST00000528469', 'ENST00000529055', 'ENST00000529382', 'ENST00000530067', 'ENST00000532837', 'ENST00000532956')
9	4	('ENST00000354024', 'ENST00000377497', 'ENST00000394432', 'ENST00000421556')
9	1	('ENST00000543988',)
9	7	('ENST00000260056', 'ENST00000527633', 'ENST00000531021', 'ENST00000533014', 'ENST00000533486', 'ENST00000534301', 'ENST00000612684')
9	6	('ENST00000361756', 'ENST00000393711', 'ENST00000393713', 'ENST00000526549', 'ENST00000530058', 'ENST00000530137')
9	5	('ENST00000294258', 'ENST00000526334', 'ENST00000526945', 'ENST00000530744', 'ENST00000532200')
9	1	('ENST00000525155',)
9	4	('ENST00000528398', 'ENST00000529016', 'ENST00000529760', 'ENST00000532317')
9	3	('ENST00000246747', 'ENST00000301886', 'ENST00000529384')
9	7	('ENST00000254584', 'ENST00000396777', 'ENST00000423813', 'ENST00000445086', 'ENST00000525235', 'ENST00000531037', 'ENST00000614314')
9	1	('ENST00000340353',)
9	1	('ENST00000534136',)
9	1	('ENST00000418153',)
9	2	('ENST00000532449', 'ENST00000534070')
9	1	('ENST00000263576',)
9	3	('ENST00000317459', 'ENST00000394546', 'ENST00000541278')
9	3	('ENST00000415148', 'ENST00000428726', 'ENST00000531110')
9	6	('ENST00000255078', 'ENST00000539224', 'ENST00000674583', 'ENST00000674955', 'ENST00000675615', 'ENST00000675873')
9	2	('ENST00000676921', 'ENST00000678950')
9	3	('ENST00000298966', 'ENST00000525141', 'ENST00000527149')
9	1	('ENST00000525243',)
9	1	('ENST00000534343',)
9	4	('ENST00000415148', 'ENST00000428726', 'ENST00000524922', 'ENST00000528455')
9	11	('ENST00000304363', 'ENST00000323599', 'ENST00000401547', 'ENST00000402185', 'ENST00000402789', 'ENST00000405515', 'ENST00000427752', 'ENST00000441488', 'ENST00000453170', 'ENST00000458496', 'ENST00000615954')
9	3	('ENST00000529055', 'ENST00000530067', 'ENST00000532837')
9	5	('ENST00000322776', 'ENST00000415352', 'ENST00000529927', 'ENST00000532303', 'ENST00000647561')
9	4	('ENST00000358780', 'ENST00000398187', 'ENST00000538316', 'ENST00000543641')
9	4	('ENST00000298966', 'ENST00000525141', 'ENST00000527149', 'ENST00000596676')
9	4	('ENST00000255078', 'ENST00000675118', 'ENST00000675615', 'ENST00000675916')
9	6	('ENST00000322776', 'ENST00000415352', 'ENST00000528314', 'ENST00000529927', 'ENST00000530103', 'ENST00000647561')
9	3	('ENST00000304363', 'ENST00000401547', 'ENST00000427752')
9	6	('ENST00000322776', 'ENST00000415352', 'ENST00000528328', 'ENST00000532244', 'ENST00000532303', 'ENST00000647561')
9	3	('ENST00000155840', 'ENST00000335475', 'ENST00000646564')
9	2	('ENST00000535000', 'ENST00000543358')
9	7	('ENST00000358867', 'ENST00000393375', 'ENST00000526822', 'ENST00000529197', 'ENST00000531274', 'ENST00000531477', 'ENST00000534341')
9	8	('ENST00000332231', 'ENST00000448903', 'ENST00000528195', 'ENST00000528815', 'ENST00000534328', 'ENST00000687792', 'ENST00000687890', 'ENST00000693238')
9	1	('ENST00000529844',)
9	2	('ENST00000425380', 'ENST00000526028')
9	23	('ENST00000338663', 'ENST00000377889', 'ENST00000377891', 'ENST00000535296', 'ENST00000536981', 'ENST00000538084', 'ENST00000539507', 'ENST00000539891', 'ENST00000541425', 'ENST00000544377', 'ENST00000679908', 'ENST00000680002', 'ENST00000680134', 'ENST00000680297', 'ENST00000680610', 'ENST00000680631', 'ENST00000680725', 'ENST00000680729', 'ENST00000681107', 'ENST00000681232', 'ENST00000681467', 'ENST00000681569', 'ENST00000681657')
9	1	('ENST00000527586',)
9	1	('ENST00000346329',)
9	2	('ENST00000676320', 'ENST00000693049')
9	6	('ENST00000358867', 'ENST00000393375', 'ENST00000526822', 'ENST00000529197', 'ENST00000531274', 'ENST00000531477')
9	4	('ENST00000526422', 'ENST00000534532', 'ENST00000685324', 'ENST00000688263')
9	5	('ENST00000526425', 'ENST00000528910', 'ENST00000529308', 'ENST00000530267', 'ENST00000530546')
9	6	('ENST00000263574', 'ENST00000278756', 'ENST00000338167', 'ENST00000528499', 'ENST00000533713', 'ENST00000650012')
9	15	('ENST00000535296', 'ENST00000536981', 'ENST00000538084', 'ENST00000539891', 'ENST00000541425', 'ENST00000544377', 'ENST00000679908', 'ENST00000680002', 'ENST00000680631', 'ENST00000680725', 'ENST00000680729', 'ENST00000681232', 'ENST00000681467', 'ENST00000681569', 'ENST00000681657')
9	16	('ENST00000313010', 'ENST00000393399', 'ENST00000528082', 'ENST00000529671', 'ENST00000531128', 'ENST00000531801', 'ENST00000532809', 'ENST00000533126', 'ENST00000534264', 'ENST00000534396', 'ENST00000534631', 'ENST00000679387', 'ENST00000679623', 'ENST00000680566', 'ENST00000681322', 'ENST00000681637')
9	1	('ENST00000334956',)
9	5	('ENST00000415148', 'ENST00000428726', 'ENST00000525211', 'ENST00000526553', 'ENST00000531110')
9	3	('ENST00000299001', 'ENST00000446230', 'ENST00000537419')
9	1	('ENST00000279227',)
9	3	('ENST00000401547', 'ENST00000402789', 'ENST00000405515')
9	14	('ENST00000313010', 'ENST00000393399', 'ENST00000528082', 'ENST00000529671', 'ENST00000531801', 'ENST00000532809', 'ENST00000533126', 'ENST00000534396', 'ENST00000679387', 'ENST00000679623', 'ENST00000680437', 'ENST00000680566', 'ENST00000681322', 'ENST00000681637')
9	2	('ENST00000526600', 'ENST00000527636')
9	5	('ENST00000333256', 'ENST00000380996', 'ENST00000437110', 'ENST00000440813', 'ENST00000451491')
8	1	('ENST00000311172',)
8	10	('ENST00000278572', 'ENST00000526608', 'ENST00000527273', 'ENST00000527446', 'ENST00000528439', 'ENST00000530164', 'ENST00000530721', 'ENST00000531188', 'ENST00000532872', 'ENST00000534440')
8	8	('ENST00000253925', 'ENST00000389547', 'ENST00000526262', 'ENST00000526369', 'ENST00000530798', 'ENST00000532504', 'ENST00000644155', 'ENST00000648755')
8	8	('ENST00000263574', 'ENST00000278756', 'ENST00000338167', 'ENST00000345598', 'ENST00000528499', 'ENST00000533195', 'ENST00000533713', 'ENST00000650012')
8	1	('ENST00000525754',)
8	15	('ENST00000351554', 'ENST00000395850', 'ENST00000415002', 'ENST00000426650', 'ENST00000437761', 'ENST00000445143', 'ENST00000525763', 'ENST00000527577', 'ENST00000528700', 'ENST00000533403', 'ENST00000642928', 'ENST00000643183', 'ENST00000651785', 'ENST00000652086', 'ENST00000652678')
8	10	('ENST00000318562', 'ENST00000524763', 'ENST00000526198', 'ENST00000530636', 'ENST00000531348', 'ENST00000533256', 'ENST00000533500', 'ENST00000534755', 'ENST00000614442', 'ENST00000650127')
8	2	('ENST00000413761', 'ENST00000534690')
8	5	('ENST00000310092', 'ENST00000398692', 'ENST00000409406', 'ENST00000412278', 'ENST00000500635')
8	10	('ENST00000263574', 'ENST00000278756', 'ENST00000338167', 'ENST00000345598', 'ENST00000528499', 'ENST00000530132', 'ENST00000533195', 'ENST00000533713', 'ENST00000534582', 'ENST00000650012')
8	4	('ENST00000299576', 'ENST00000309377', 'ENST00000396648', 'ENST00000534147')
8	15	('ENST00000313074', 'ENST00000377702', 'ENST00000411458', 'ENST00000438980', 'ENST00000535675', 'ENST00000536667', 'ENST00000538032', 'ENST00000539833', 'ENST00000539851', 'ENST00000540370', 'ENST00000541952', 'ENST00000542190', 'ENST00000543383', 'ENST00000546139', 'ENST00000546201')
8	6	('ENST00000304538', 'ENST00000358825', 'ENST00000360871', 'ENST00000423662', 'ENST00000526082', 'ENST00000527581')
8	4	('ENST00000524463', 'ENST00000528020', 'ENST00000677106', 'ENST00000677796')
8	13	('ENST00000340437', 'ENST00000394888', 'ENST00000413232', 'ENST00000439958', 'ENST00000448745', 'ENST00000450000', 'ENST00000477890', 'ENST00000535222', 'ENST00000536548', 'ENST00000537162', 'ENST00000539952', 'ENST00000541963', 'ENST00000544585')
8	2	('ENST00000330775', 'ENST00000538950')
8	1	('ENST00000357590',)
8	1	('ENST00000358681',)
8	1	('ENST00000308342',)
8	1	('ENST00000418988',)
8	2	('ENST00000309657', 'ENST00000524506')
8	8	('ENST00000343631', 'ENST00000358681', 'ENST00000395673', 'ENST00000533608', 'ENST00000682993', 'ENST00000683000', 'ENST00000684039', 'ENST00000684124')
8	2	('ENST00000334805', 'ENST00000543304')
8	7	('ENST00000301761', 'ENST00000359614', 'ENST00000534878', 'ENST00000537782', 'ENST00000538594', 'ENST00000541135', 'ENST00000544801')
8	16	('ENST00000350638', 'ENST00000379163', 'ENST00000395934', 'ENST00000474374', 'ENST00000638347', 'ENST00000638482', 'ENST00000638764', 'ENST00000638917', 'ENST00000639570', 'ENST00000639878', 'ENST00000640081', 'ENST00000640231', 'ENST00000640342', 'ENST00000640533', 'ENST00000640954', 'ENST00000640961')
8	1	('ENST00000265978',)
8	2	('ENST00000310799', 'ENST00000524878')
8	1	('ENST00000528770',)
8	2	('ENST00000310343', 'ENST00000682385')
8	4	('ENST00000228027', 'ENST00000603276', 'ENST00000604935', 'ENST00000605099')
8	1	('ENST00000409853',)
8	6	('ENST00000394888', 'ENST00000439958', 'ENST00000477890', 'ENST00000535222', 'ENST00000537162', 'ENST00000541963')
8	2	('ENST00000397614', 'ENST00000527485')
8	6	('ENST00000260047', 'ENST00000393389', 'ENST00000526731', 'ENST00000528722', 'ENST00000531895', 'ENST00000533342')
8	2	('ENST00000281441', 'ENST00000524567')
8	2	('ENST00000340437', 'ENST00000394888')
8	2	('ENST00000321685', 'ENST00000628077')
8	3	('ENST00000525123', 'ENST00000528244', 'ENST00000528609')
8	12	('ENST00000260056', 'ENST00000526205', 'ENST00000527633', 'ENST00000528379', 'ENST00000531021', 'ENST00000532548', 'ENST00000533276', 'ENST00000533486', 'ENST00000534103', 'ENST00000534141', 'ENST00000534301', 'ENST00000612684')
8	8	('ENST00000321297', 'ENST00000435507', 'ENST00000534905', 'ENST00000538973', 'ENST00000540222', 'ENST00000541367', 'ENST00000541554', 'ENST00000544490')
8	2	('ENST00000527038', 'ENST00000617285')
8	6	('ENST00000354420', 'ENST00000397604', 'ENST00000397614', 'ENST00000397615', 'ENST00000525701', 'ENST00000534797')
8	4	('ENST00000278353', 'ENST00000395700', 'ENST00000531185', 'ENST00000636007')
8	1	('ENST00000534141',)
8	3	('ENST00000526982', 'ENST00000527468', 'ENST00000527696')
8	6	('ENST00000352303', 'ENST00000431206', 'ENST00000525665', 'ENST00000528906', 'ENST00000529372', 'ENST00000532097')
8	8	('ENST00000301764', 'ENST00000679712', 'ENST00000680075', 'ENST00000680357', 'ENST00000680602', 'ENST00000680717', 'ENST00000681188', 'ENST00000681935')
8	2	('ENST00000361367', 'ENST00000532365')
8	1	('ENST00000314032',)
8	7	('ENST00000361723', 'ENST00000420244', 'ENST00000528737', 'ENST00000531147', 'ENST00000533703', 'ENST00000674617', 'ENST00000675163')
8	9	('ENST00000310571', 'ENST00000376384', 'ENST00000535604', 'ENST00000536003', 'ENST00000541951', 'ENST00000543814', 'ENST00000544552', 'ENST00000544909', 'ENST00000546039')
8	1	('ENST00000524466',)
8	2	('ENST00000417856', 'ENST00000531240')
8	1	('ENST00000356289',)
8	5	('ENST00000294309', 'ENST00000635811', 'ENST00000637084', 'ENST00000637342', 'ENST00000692585')
8	5	('ENST00000292067', 'ENST00000356289', 'ENST00000526595', 'ENST00000526620', 'ENST00000640745')
8	2	('ENST00000337672', 'ENST00000431606')
8	2	('ENST00000300184', 'ENST00000530234')
8	1	('ENST00000531849',)
8	2	('ENST00000278949', 'ENST00000527472')
8	13	('ENST00000331581', 'ENST00000452722', 'ENST00000536727', 'ENST00000537058', 'ENST00000540951', 'ENST00000542447', 'ENST00000542450', 'ENST00000543249', 'ENST00000543540', 'ENST00000545094', 'ENST00000545380', 'ENST00000612235', 'ENST00000616271')
8	8	('ENST00000356360', 'ENST00000393346', 'ENST00000526033', 'ENST00000528398', 'ENST00000531558', 'ENST00000532317', 'ENST00000534412', 'ENST00000630913')
8	5	('ENST00000300022', 'ENST00000524669', 'ENST00000532314', 'ENST00000534711', 'ENST00000534810')
8	11	('ENST00000318312', 'ENST00000393994', 'ENST00000419755', 'ENST00000524458', 'ENST00000525809', 'ENST00000526760', 'ENST00000527251', 'ENST00000532908', 'ENST00000533557', 'ENST00000533644', 'ENST00000630659')
8	2	('ENST00000265641', 'ENST00000539743')
8	6	('ENST00000310614', 'ENST00000497094', 'ENST00000508278', 'ENST00000540162', 'ENST00000542303', 'ENST00000543058')
8	6	('ENST00000321448', 'ENST00000340360', 'ENST00000530562', 'ENST00000531449', 'ENST00000531849', 'ENST00000684022')
8	1	('ENST00000621096',)
8	17	('ENST00000313663', 'ENST00000334126', 'ENST00000414160', 'ENST00000442398', 'ENST00000538361', 'ENST00000539061', 'ENST00000679906', 'ENST00000680231', 'ENST00000680645', 'ENST00000680665', 'ENST00000680718', 'ENST00000681143', 'ENST00000681310', 'ENST00000681609', 'ENST00000681811', 'ENST00000681829', 'ENST00000681924')
8	2	('ENST00000565125', 'ENST00000567045')
8	3	('ENST00000278935', 'ENST00000525416', 'ENST00000533153')
8	16	('ENST00000313663', 'ENST00000334126', 'ENST00000414160', 'ENST00000442398', 'ENST00000538361', 'ENST00000679415', 'ENST00000679906', 'ENST00000680231', 'ENST00000680839', 'ENST00000681143', 'ENST00000681291', 'ENST00000681310', 'ENST00000681609', 'ENST00000681811', 'ENST00000681829', 'ENST00000681924')
8	1	('ENST00000524765',)
8	1	('ENST00000278968',)
8	7	('ENST00000278935', 'ENST00000525416', 'ENST00000525734', 'ENST00000527609', 'ENST00000533153', 'ENST00000533570', 'ENST00000639320')
8	10	('ENST00000312049', 'ENST00000315422', 'ENST00000377313', 'ENST00000377321', 'ENST00000377326', 'ENST00000394374', 'ENST00000440873', 'ENST00000450708', 'ENST00000672079', 'ENST00000672304')
8	4	('ENST00000255078', 'ENST00000675118', 'ENST00000675615', 'ENST00000676228')
8	1	('ENST00000396554',)
8	1	('ENST00000528105',)
8	6	('ENST00000396553', 'ENST00000396554', 'ENST00000444303', 'ENST00000528723', 'ENST00000529507', 'ENST00000529834')
8	4	('ENST00000415148', 'ENST00000428726', 'ENST00000526553', 'ENST00000531110')
8	6	('ENST00000330243', 'ENST00000525445', 'ENST00000532326', 'ENST00000532788', 'ENST00000533182', 'ENST00000533190')
8	9	('ENST00000315204', 'ENST00000358872', 'ENST00000396672', 'ENST00000418597', 'ENST00000422559', 'ENST00000447869', 'ENST00000457885', 'ENST00000534493', 'ENST00000687296')
8	1	('ENST00000419197',)
8	1	('ENST00000413553',)
8	4	('ENST00000375300', 'ENST00000413553', 'ENST00000445177', 'ENST00000446921')
8	9	('ENST00000528737', 'ENST00000529985', 'ENST00000674617', 'ENST00000675163', 'ENST00000675806', 'ENST00000676340', 'ENST00000676459', 'ENST00000682018', 'ENST00000684135')
8	2	('ENST00000300730', 'ENST00000396986')
8	5	('ENST00000263398', 'ENST00000278385', 'ENST00000425428', 'ENST00000442151', 'ENST00000525688')
8	3	('ENST00000312562', 'ENST00000532401', 'ENST00000534222')
8	5	('ENST00000265651', 'ENST00000448981', 'ENST00000529137', 'ENST00000532927', 'ENST00000534136')
8	1	('ENST00000530413',)
8	6	('ENST00000279147', 'ENST00000535542', 'ENST00000535657', 'ENST00000538554', 'ENST00000539414', 'ENST00000543562')
8	3	('ENST00000005286', 'ENST00000453848', 'ENST00000536409')
8	12	('ENST00000340252', 'ENST00000355721', 'ENST00000356632', 'ENST00000358658', 'ENST00000526516', 'ENST00000526799', 'ENST00000528884', 'ENST00000530995', 'ENST00000532450', 'ENST00000533340', 'ENST00000533753', 'ENST00000533842')
